material_type,lathe_efficiency,machine_hours,energy_consumption,temperature,humidity,machine_type,operational_settings,wastage,certifications,safety_incidents,recycling_rate,first_pass_yield,downtime_duration,tool_maintenance_frequency,scrap_handling_efficiency,rd_investment,packaging_waste,lifecycle_analysis,renewable_energy,surface_emissions,return_rate,painting_emissions,heating_energy,inventory_turnover,distance_to_suppliers,carbon_capture_efficiency,secondary_process_emissions,worker_experience,tool_wear_level,supplier_reliability,on_time_delivery_rate,training_hours,factory_age,environmental_fines,automation_ratio,water_usage,scrap_rate,energy_source,shift_timing,transport_emissions,machines_in_operation,turnover_rate,compressor_efficiency,ventilation_usage,inspection_accuracy,noise_level,num_shifts,maintenance_downtime,customer_complaints,cooling_energy,labor_hours_per_unit,material_defect_rate,production_volume,cycle_time,calibration_frequency,startup_emissions,factory_location,operator_skill,renewable_energy_utilization,machine_age,supply_chain_emissions,water_reuse_rate,product_weight,batch_size,supply_chain_complexity,num_suppliers,inspection_frequency,training_costs,process_variability,packaging_material,hazardous_waste,line_speed,smart_sensor_usage,cooling_water_temp,workstation_count,logistics_emissions,lean_practices_frequency,power_outage_frequency,labor_costs,supplier_proximity,govt_subsidy_access,regulatory_inspections,scrap_reuse_rate,generator_fuel_consumption,skilled_labor_availability,component_type,raw_material_cost,pollution_control,quality_audit_frequency,local_transport_emissions,worker_wage,sustainability_awareness,CO2_emissions
Plastic,0.855191513,10.86831926,106.2595667,27.79804933,63.64100634,CNC_1,Setting_2,0.092025899,ISO_9001,Major,0.033114782,0.980516589,1.848640122,11.41545817,0.74920317,0.083360149,1.203836617,None,0.749057752,1.594909542,0.027095964,0.146691316,24.49043084,5.276423173,223.5190325,0.927744984,1.726738597,Intermediate,42.67243192,0.899717654,0.563220713,22.11529739,25.7197874,24839.67874,0.452108824,5.322408347,0.049739943,Wind,Evening,0.087227586,47,0.072014146,0.779657871,17.57338947,0.971228944,61.44558678,3,1.121910223,3,28.95809551,1.433654923,0.037473939,800.3412015,91.24570972,3.221134518,3.787110098,Urban,Medium,0.884218443,5.879592045,28.57770763,0.733946959,10.53114574,16,Complex,10,4.219107553,3459.016249,0.091807995,None,0.239699872,2.651477544,Low,21.73913634,5,3.214302676,0.34245475,5.500837153,295.062244,140.4780468,Yes,11.3745071,0.308206094,10.40411962,Low,Chassis,195.6011314,Basic,2.435315991,2.092539106,573.7769657,Low,847.5411033
Composite,0.853325573,12.88227748,99.17018803,23.35340155,41.41333516,Milling_A,Setting_3,0.017222408,ISO_14001,None,0.438042882,0.873392695,0.88982229,7.118380584,0.549690009,0.099208753,1.456205853,None,0.950698167,1.917065452,0.040404194,1.892105277,25.15825543,13.79373661,476.7272034,0.597923952,4.219509085,Beginner,68.16771042,0.809698634,0.946534208,29.42077827,13.77920253,29996.4513,0.937746928,3.962386105,0.170437105,Hydro,Day,0.014836547,47,0.123323658,0.847838715,10.52480198,0.940195193,94.20185905,2,1.854456061,2,40.81293157,0.260766998,0.027951921,369.9530417,108.1594359,3.010492778,0.701593999,Urban,Medium,0.179781536,8.096018504,30.70224691,0.703413788,43.0583403,275,Complex,17,24.30587619,1075.677798,0.061501384,Plastic,2.224059344,4.387582416,Low,18.48953836,48,83.29028577,0.406203939,4.819434236,941.4839337,165.0879879,No,8.614015135,0.414117124,4.812810779,High,Electrical,129.004897,Basic,3.476940995,3.38317832,314.0213932,High,983.4317559
Plastic,0.738045882,5.726149951,100.6093317,27.37126339,52.95979824,Milling_A,Setting_1,0.061365595,ISO_14001,Major,0.607462981,0.892679023,1.974657134,9.887547412,0.778472741,0.095235921,3.059702666,Basic,0.837717485,3.780406865,0.039021671,1.156965894,12.55351284,6.19806872,102.803892,0.235765056,4.719387325,Beginner,70.35835667,0.885006079,0.871895758,36.37664204,34.54816343,45498.10402,0.22722482,1.835061295,0.134628851,Grid Electricity,Night,0.089916987,11,0.03014476,0.604150476,22.87350257,0.966651542,88.89199424,2,1.363767143,2,56.59364099,0.651522696,0.092994778,766.8181376,194.9080171,10.42595293,9.980041657,Suburban,High,0.968106011,9.238423096,16.10776751,0.117072984,45.15498248,452,Complex,7,1.553074897,3427.039318,0.046712744,None,4.43457649,4.419385471,Low,15.28551518,67,92.24765832,0.443535504,3.969811243,353.0733664,281.0517888,No,0.447785133,0.085892567,16.56725513,Low,Chassis,111.7514078,Moderate,2.516576337,4.392523483,442.2985451,Low,879.7585137
Aluminum,0.853062487,14.78188055,76.52475644,28.76539883,51.86202873,Lathe_B,Setting_1,0.0682112,None,Minor,0.089808369,0.951190533,1.883040561,8.841715634,0.753838446,0.084980366,7.290773447,Basic,0.719809538,3.88781056,0.019447262,1.006380055,12.33887313,18.15506406,457.1236264,0.428894832,3.781684192,Intermediate,45.65225992,0.808658088,0.968015575,25.294601,29.9042449,10344.50583,0.055446584,5.161372545,0.060659031,Grid Electricity,Evening,0.08704002,39,0.054526365,0.669330194,4.22642317,0.921888396,87.67490919,1,1.913230263,0,57.05738352,0.386526217,0.045331845,216.9026139,49.56224999,11.19672816,3.51371689,Urban,Medium,0.819743014,5.508160552,1.427609072,0.098099887,16.80887472,18,Complex,4,6.852437049,3969.702927,0.00910789,None,4.799942941,3.579513789,Low,19.41345256,65,23.46036863,0.101883417,1.231063834,200.6927937,59.50386348,Partial,6.084079612,0.109180036,17.90654423,Moderate,Brake Systems,197.922387,Moderate,3.033837898,3.821072629,552.1916313,Moderate,806.8883182
Aluminum,0.797361434,8.488473798,94.24427443,32.91853598,49.35884321,CNC_1,Setting_3,0.033622944,ISO_9001,Major,0.407761613,0.997831647,0.709150385,10.23285826,0.641902178,0.044880507,0.285022739,Basic,0.939741783,4.106046692,0.029991612,0.64759575,46.21929328,5.476278384,414.0758516,0.728594071,5.678059307,Beginner,7.011947869,0.932015556,0.603077199,44.21108964,26.08887533,34441.15287,0.198226401,1.231299985,0.156774963,Solar,Evening,0.083865636,3,0.0485346,0.946033095,22.93701835,0.906546423,97.09754078,2,1.91603272,1,35.46135277,1.88589992,0.024582997,290.7872689,141.7142856,7.154136536,3.182201582,Suburban,Low,0.209894273,7.032917024,26.58742027,0.56422696,28.23941703,342,Moderate,6,29.85991982,3705.938059,0.09719086,Cardboard,1.208520755,3.762922298,Low,18.48415168,68,72.04854836,0.446937368,9.911325239,521.5353802,211.977705,No,6.095813625,0.252189424,5.424983675,Moderate,Brake Systems,52.01957081,None,1.583560288,0.364095019,748.8135063,High,932.8203607
Composite,0.865416828,7.534570814,104.1121329,32.38562353,69.92198148,CNC_1,Setting_1,0.01590565,ISO_9001,None,0.568944655,0.959227812,1.638671307,7.311745608,0.539765895,0.047744105,7.251126253,Basic,0.514790916,0.637795761,0.024524846,1.682828141,41.70526756,5.601850304,15.80423979,0.398655679,7.581186305,Intermediate,35.5929946,0.942794721,0.893095722,37.71537275,29.21817097,25119.20338,0.300489411,5.131246432,0.144286792,Hydro,Day,0.025070258,7,0.226046892,0.920233681,10.2348308,0.903787494,61.09323682,1,1.70120045,0,47.20149854,0.109495147,0.074371533,527.2711459,108.7376609,4.009963393,9.430934385,Rural,High,0.366789086,18.35962543,46.92489136,0.013132222,2.805745976,363,Complex,8,22.1463606,2018.8996,0.004166952,None,4.075707365,2.077914918,Low,12.0009424,59,17.93137073,0.850473216,1.93556406,935.8099848,434.9842339,No,6.493868033,0.058682457,16.10271965,Moderate,Brake Systems,166.1465766,Moderate,2.984931298,2.582453421,401.3184394,Moderate,849.9625522
Composite,0.932283807,5.085040282,93.35016923,30.39669099,48.59668775,Lathe_A,Setting_2,0.008405605,ISO_14001,Minor,0.632016455,0.859249554,1.362420675,4.641870751,0.953166874,0.033348797,2.552667547,Advanced,0.949523728,3.923165534,0.046860485,1.661150629,26.22357495,15.54574932,31.13587436,0.075432737,3.048161556,Expert,38.37620449,0.977461437,0.553271208,43.20762299,26.30542478,34728.41784,0.759613293,3.960244655,0.193474773,Hydro,Day,0.098043225,47,0.088180233,0.67389488,10.42148918,0.972405337,76.72998726,3,0.1697431,2,89.76581009,1.167714853,0.088584809,569.9060943,170.5322251,11.35045306,3.967731134,Rural,Low,0.505882387,10.70118443,20.64239632,0.999499023,36.97326071,157,Simple,2,5.899818849,832.2555305,0.018092606,Plastic,0.075321104,0.964726305,Low,10.37314837,91,93.24646109,0.55178762,1.600769957,995.8558232,192.6853429,Yes,7.115771855,0.446449842,5.240149685,Low,Brake Systems,159.9366829,None,2.143985442,3.644095449,581.9802184,Moderate,799.23079
Composite,0.794666605,12.56127155,104.892994,26.16359703,40.68267238,CNC_1,Setting_3,0.021809763,None,Minor,0.048959421,0.985291856,0.533133022,3.813266408,0.938834426,0.0101185,3.008081445,Basic,0.574885393,0.647703446,0.023789382,0.930276322,36.79432958,15.28696819,295.2366374,0.817573348,2.340530317,Beginner,93.7286428,0.842530718,0.927894005,18.36186432,27.24931303,33567.99038,0.791399986,2.699360792,0.151679127,Grid Electricity,Day,0.083852307,35,0.081033545,0.768276746,22.28997334,0.940592963,91.30068571,2,0.316914461,2,52.38485917,1.967912105,0.094766592,447.6959618,142.7882162,9.092557051,9.464189909,Rural,Medium,0.238773611,18.68827395,46.16815089,0.284417191,40.05178069,27,Moderate,11,18.24930362,3393.33266,0.02960288,Cardboard,1.613268761,3.488758591,Low,22.43288475,95,45.85580772,0.889003075,3.921628715,771.4303751,176.4507841,Partial,11.36222688,0.27804912,14.286773,Moderate,Brake Systems,148.4516792,Advanced,1.347580436,1.853943925,458.4828054,High,992.9963912
Plastic,0.900936434,6.159147536,52.2098091,34.87547685,60.50782587,Lathe_B,Setting_2,0.00624414,None,Minor,0.107088392,0.893119489,0.35429853,9.361133389,0.66626529,0.028104742,2.886025806,Basic,0.058348917,1.702499712,0.033903484,1.50487793,14.15696532,16.1618464,40.10289321,0.374973219,3.075421453,Intermediate,1.55347393,0.850901979,0.885262842,46.45587956,28.89895944,17262.85304,0.933523325,5.103963365,0.175033897,Hydro,Night,0.029689092,41,0.290647591,0.766670769,5.42434537,0.923463757,92.04624567,1,1.93375964,2,19.5552275,1.76273608,0.003696224,413.1862216,169.8313834,5.07254096,4.553805417,Rural,Low,0.867446861,12.1037145,45.98775963,0.006182532,10.3736378,449,Moderate,6,21.90484,3743.098143,0.06612534,None,4.055857409,3.407428279,Medium,22.90396159,19,85.9730457,0.676336769,4.166268322,888.6553015,443.717958,Partial,4.439873631,0.105088478,1.418025502,Low,Brake Systems,192.7643431,None,2.528795533,1.239755609,468.5789373,Moderate,563.4945001
Plastic,0.744878357,10.90733129,108.9023369,20.28637342,43.61229559,Milling_A,Setting_2,0.095080372,None,Minor,0.465038121,0.921360783,0.775411193,3.326105739,0.854990942,0.045976947,7.426966785,Basic,0.842973984,4.762915823,0.006735008,1.09077455,19.9101074,4.927772102,379.7843693,0.323570375,9.898398453,Beginner,26.89368802,0.834177865,0.876989086,18.06147437,40.78044341,27215.55689,0.754568579,5.450083831,0.11657346,Solar,Evening,0.070334651,4,0.288976708,0.702180684,11.54780515,0.981381682,50.45892319,3,0.011070524,1,61.23975526,0.797217638,0.086961348,838.6257302,167.5687351,11.03742241,0.683905844,Suburban,High,0.761606078,14.6222793,28.29054147,0.943075539,24.3579744,477,Simple,18,24.13825162,2373.001111,0.078741087,None,3.037928933,4.779516858,High,18.34556953,53,28.60323305,0.354844551,4.146359897,545.8540223,38.73857701,Yes,10.79884166,0.477955686,6.053321026,Moderate,Chassis,103.909273,None,2.97004727,3.240931818,664.8243671,High,972.902358
Steel,0.829751335,4.773469155,74.75694436,25.79810916,53.24936042,CNC_1,Setting_1,0.103953231,None,Minor,0.029688394,0.864560833,1.587253796,9.114983055,0.980719337,0.035254032,7.981462757,Advanced,0.667610779,0.196588751,0.043943083,1.155581458,20.78110337,12.18718253,34.07534511,0.641644048,1.623284754,Intermediate,23.92331775,0.939829372,0.853753988,15.57881562,6.726129157,26809.19947,0.592934502,7.440515476,0.063869201,Grid Electricity,Evening,0.054569282,19,0.158245326,0.836616761,11.55434771,0.9975321,58.75234126,1,1.651343315,2,50.0273603,0.978829113,0.009611375,636.2552716,23.84419652,6.504565876,1.090807852,Urban,High,0.670192461,14.80092841,11.73818434,0.14676427,36.0349787,226,Complex,17,22.94493497,321.3357509,0.08859872,Plastic,1.467013414,4.755769347,Medium,27.4655439,40,59.37898998,0.415541524,0.672992081,224.1895783,152.5461114,No,11.42459191,0.368572957,17.69262029,Low,Electrical,121.8471774,Basic,2.061067092,0.144436963,465.1873056,Low,673.3202315
Aluminum,0.934103393,8.36253554,106.4153125,25.03240797,67.98953732,Lathe_B,Setting_2,0.029728317,None,Major,0.584601825,0.972822157,1.604148811,4.770426287,0.90094412,0.079593295,1.654155656,Basic,0.936056387,2.690462147,0.029766751,0.067287288,36.66132029,7.998493226,251.7216215,0.024729232,7.219547584,Intermediate,82.97755875,0.884328456,0.995805089,22.87043453,42.69897124,27293.39372,0.220072798,3.981711245,0.154091814,Wind,Evening,0.034273391,4,0.01715499,0.802764208,19.64488714,0.971812114,62.72791643,3,0.021988698,1,52.81135226,1.852497636,0.017669975,558.5343428,149.6659464,6.906959188,4.763738022,Rural,Medium,0.495956431,16.92092969,9.998419078,0.215456294,13.64268887,57,Simple,1,9.294379398,193.386642,0.070857139,Plastic,1.989746274,2.035822675,High,14.37276033,55,64.99536682,0.95805765,2.080074206,833.5851104,271.7088425,No,5.393964677,0.168519508,19.16910637,Low,Chassis,164.839324,Basic,3.151500711,1.602009198,590.457823,Moderate,956.9508512
Composite,0.772440277,4.055598521,110.5138939,26.49357949,54.49256437,Lathe_A,Setting_1,0.016088066,ISO_14001,Major,0.521200999,0.870643073,0.983521646,8.514748722,0.887809468,0.040881819,2.865412952,None,0.537910275,0.247259131,0.047851609,0.231488458,40.42270396,6.573977796,380.843598,0.079638358,9.698425781,Expert,63.37784728,0.850600732,0.812598518,32.64115257,46.22332922,4690.3755,0.983919988,3.437415153,0.104235639,Solar,Day,0.017586413,49,0.187227137,0.898577665,3.640502542,0.935481456,96.51908314,1,1.981699226,0,25.21213054,1.547744679,0.020448679,158.1428595,29.06149753,5.236714295,6.314601492,Urban,High,0.796293707,7.155735366,34.64706874,0.271196246,20.71251873,329,Simple,11,3.645901821,3748.112663,0.016537856,Plastic,1.875331621,0.743733085,Low,29.59000211,56,66.32613675,0.573541828,3.856418923,618.5825207,383.16647,No,0.654390514,0.089820972,9.101189633,Low,Chassis,128.4266124,Basic,1.027343898,2.80837155,648.520019,Moderate,1039.872573
Plastic,0.854377444,9.521226698,90.4347199,31.12402606,46.40621305,CNC_1,Setting_2,0.093578145,None,Minor,0.616456819,0.967559851,1.011651777,3.049591685,0.952007378,0.056823095,6.680361661,None,0.611967151,2.629554753,0.003029793,1.396934476,38.82576106,9.403727695,283.3243162,0.183317135,8.839597949,Beginner,85.89327889,0.886904525,0.913395903,18.87666297,23.30708757,15086.73397,0.195216416,4.407472811,0.044828051,Grid Electricity,Evening,0.075261557,30,0.217993775,0.93905538,10.4227911,0.916991098,88.77432664,3,1.273374006,2,82.77275287,1.912180213,0.059460059,979.4865477,121.6857453,5.45280574,4.271559997,Suburban,High,0.670572847,19.77472922,22.77407251,0.764577163,38.05389177,107,Moderate,16,18.74818772,1270.264367,0.061434107,None,1.744634052,3.013667661,Low,29.72605923,76,31.3373931,0.796045664,4.713833781,278.2669158,416.3376826,Partial,1.511469237,0.389623939,7.755373441,Low,Suspension,168.6957804,Basic,2.846968301,3.035433099,770.3086671,Low,907.8533167
Steel,0.859584587,15.06998223,107.2832886,27.00493353,66.03820753,Lathe_A,Setting_2,0.017660123,None,None,0.99408171,0.873884475,0.030687338,3.069760688,0.812140019,0.077852791,1.049100692,Basic,0.852080608,0.788134603,0.025531478,1.166246953,27.22380459,19.68875255,465.4559001,0.171076072,3.738073963,Intermediate,41.61528667,0.972520049,0.646457812,12.79550426,6.948942204,38474.41175,0.24055017,1.255288793,0.175336809,Solar,Evening,0.04237348,36,0.086093506,0.787287142,21.41317627,0.904290554,91.51002379,2,1.248932073,0,57.75678771,1.749181952,0.089125026,553.7103247,10.71235528,11.50580305,4.295646739,Rural,High,0.858866742,7.646942004,9.433964931,0.516581302,32.66883605,53,Simple,17,25.48164562,1169.246603,0.045565911,Cardboard,4.866821613,2.649444066,Low,29.4853418,72,1.317688864,0.717607525,9.865719816,895.0630668,440.976893,No,7.785568351,0.279156708,7.431214477,High,Suspension,112.0058803,Moderate,2.087701087,2.163080001,449.5647624,Moderate,951.3061573
Aluminum,0.700070283,6.382305575,110.5648226,33.67233108,47.42188455,Lathe_A,Setting_1,0.03166457,ISO_9001,Major,0.274993679,0.915411778,0.658086838,4.074268853,0.97200388,0.033090159,7.431187814,None,0.154117705,4.078624808,0.034925991,1.864284351,32.24913609,4.670806058,290.3495606,0.575997589,7.218924793,Beginner,69.25891469,0.864804372,0.791467227,19.37409495,29.86436728,42638.60759,0.547810333,4.521806704,0.140832443,Wind,Evening,0.010731029,15,0.269713033,0.83334185,22.05144301,0.967539333,98.15194439,2,1.035828466,1,68.82787335,0.353273198,0.067231021,901.8666287,80.72655977,4.327343337,0.133457141,Suburban,High,0.874283682,2.444617941,1.713103283,0.318932993,6.014503929,363,Complex,1,8.430282985,605.3256793,0.058103188,Plastic,0.045348969,1.286834615,High,29.99370387,75,91.83543224,0.193807426,7.872564313,400.0668693,131.4719227,No,9.280000888,0.220944309,19.76933308,Moderate,Electrical,68.11118452,Moderate,1.006810826,4.523161934,550.7412273,Low,1025.353928
Aluminum,0.866990893,13.90830087,109.2609931,26.93287253,55.76188728,CNC_1,Setting_1,0.014040682,None,None,0.34930427,0.875816943,1.66698699,8.99907052,0.888332314,0.015125956,2.851165695,Basic,0.275556895,1.579124476,0.023066637,1.989997563,42.72533416,6.076707886,75.15166305,0.36702197,9.109947415,Intermediate,45.08524785,0.955071282,0.888112577,38.11670767,7.823958703,46612.78205,0.22719948,1.488696633,0.056121565,Grid Electricity,Night,0.02923523,1,0.199649173,0.855489737,5.993121925,0.92724964,93.98408296,2,1.890333478,1,32.11603899,1.483890764,0.027611174,561.2132836,43.10913703,7.806701037,7.888478997,Rural,Medium,0.91505399,9.518810066,37.8830923,0.622496571,38.27053998,342,Moderate,2,29.64002015,1724.833802,0.071190151,Cardboard,0.402107667,2.685195392,High,20.27322374,69,48.00065485,0.009329296,7.855409133,355.9376566,388.4336069,No,2.356677847,0.450168833,14.8500584,High,Brake Systems,192.0655648,Advanced,3.858958971,3.734658477,745.7724386,Low,868.848419
Aluminum,0.702898642,12.94728445,61.52139357,33.82681386,64.88610459,Milling_A,Setting_2,0.095448599,ISO_9001,Minor,0.177616235,0.873310672,1.230848029,7.876422582,0.907852138,0.064825604,6.64007053,Basic,0.961085874,4.73681321,0.023402083,0.86845932,37.77486997,8.345450469,482.3638125,0.116627928,8.830321491,Expert,89.69282645,0.954259951,0.718925375,45.39930331,32.0712044,30311.51924,0.584110604,5.252155781,0.177029929,Grid Electricity,Evening,0.06385854,11,0.239687243,0.66715903,22.04895041,0.946726758,82.2808969,1,1.352615564,1,26.10503669,0.250371028,0.047336213,138.5553493,107.2801178,9.793179259,1.960915312,Suburban,Medium,0.101691403,11.58708871,6.303373845,0.688367403,42.02434815,284,Complex,9,4.812483838,966.6380126,0.010327874,Cardboard,2.71836754,1.092492746,High,28.25276275,83,38.56156756,0.1153907,9.968326812,620.3060828,499.3034792,No,0.509325777,0.399214727,3.629022501,Moderate,Suspension,121.0592988,Basic,2.660498533,3.861210454,768.0980749,Low,789.0797788
Steel,0.799879682,8.979899155,80.23573529,31.71576828,60.57227141,Lathe_B,Setting_2,0.174496681,ISO_9001,Major,0.212906876,0.98011817,0.257496667,1.061981144,0.817499589,0.072010897,1.271368122,Basic,0.134407095,4.145880821,0.010828957,0.441394133,21.85168512,11.94667918,44.88224018,0.578567475,1.514704926,Beginner,33.64450449,0.963228615,0.507337425,24.00566215,37.93657911,23397.79382,0.052421892,0.785641997,0.039665399,Wind,Night,0.093307905,29,0.209099433,0.704848542,2.973912098,0.970964887,68.41106442,3,0.206206386,1,47.23626504,1.736530967,0.012593568,113.4377741,126.277439,3.152760597,4.419439972,Suburban,Medium,0.51128313,18.41528133,20.24962358,0.456545096,49.21897201,279,Moderate,6,22.79012729,3388.478218,0.019979108,None,4.948848455,0.970956699,High,22.33892197,34,20.84050005,0.869713825,5.162302848,759.6780093,426.7405563,No,1.791492585,0.383924869,1.857026374,Moderate,Electrical,144.3148397,Basic,2.120529901,3.972477012,465.2763471,Moderate,690.7268052
Composite,0.835988784,11.27732626,72.80232976,31.06943578,67.35529213,Milling_A,Setting_3,0.045776707,ISO_9001,Major,0.172242631,0.874522736,1.514512698,1.356452413,0.885402567,0.053799153,0.381781216,Basic,0.738122255,0.18817885,0.000429296,0.43422865,25.29687972,8.536342978,34.30109054,0.21614226,8.630856188,Expert,86.06646935,0.897896833,0.877410162,17.80798206,4.2932657,34902.31942,0.396636165,4.314186989,0.181014319,Grid Electricity,Day,0.067525937,15,0.15618648,0.641195165,14.37306428,0.917987805,52.2721198,1,0.245784033,0,12.64475554,1.757659862,0.052577046,902.5519178,45.16212852,1.302361913,8.292809479,Urban,High,0.538203685,2.009213954,18.98970176,0.902841862,17.61622152,331,Complex,19,19.20662916,4063.48111,0.079446437,Cardboard,3.018370478,2.544184598,High,15.40885191,27,40.69959853,0.565352306,1.163397094,925.563583,334.8941554,No,7.237394855,0.06469992,6.408774732,Low,Electrical,171.4125841,Basic,1.078392155,0.359145309,365.7007715,None,637.0471556
Plastic,0.893441827,7.218439567,84.39697896,31.900323,63.10284539,Milling_A,Setting_1,0.034519433,ISO_9001,None,0.947537498,0.886581603,1.669729848,8.51681735,0.863250466,0.028345957,1.535250368,None,0.08616959,4.136877137,0.032669929,1.559390896,21.22633428,11.84220096,74.81927444,0.169262833,7.837987357,Intermediate,53.80956438,0.841539656,0.771492326,14.4298158,42.65907879,35293.27747,0.469064202,5.05972939,0.056660479,Hydro,Evening,0.052181816,48,0.120343241,0.8012245,11.95964354,0.980869273,90.48295913,2,1.06715,2,50.60544429,0.775987748,0.007530771,200.6324185,169.1392102,10.58316725,8.113302488,Suburban,Low,0.270616874,14.76843482,31.77323282,0.286311061,36.02308878,222,Complex,8,29.69833109,2567.278652,0.092213883,Cardboard,3.106398006,3.711856117,Medium,11.0906442,56,9.596576965,0.584059128,4.864696259,328.2121266,318.638679,Yes,10.91657451,0.336749533,9.790448865,High,Brake Systems,185.0267223,Moderate,3.885867908,1.801249569,750.0665633,Low,742.8570107
